,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
510,511,15568506,FORBES,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,0,5,GOLD,685
513,514,15593601,ISAYEV,734,France,Male,34,6,133598.4,1,1,1,13107.24,0,0,4,DIAMOND,693
514,515,15682048,PISANO,605,France,Female,51,3,136188.78,1,1,1,67110.59,1,1,1,PLATINUM,683
516,517,15752081,VASSILIEV,468,France,Female,56,10,0,3,0,1,62256.87,1,1,3,PLATINUM,547
518,519,15775912,MAZZANTI,698,France,Male,48,4,101238.24,2,0,1,177815.87,1,1,1,GOLD,342
519,520,15745417,KNIPE,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0,2,GOLD,230
521,522,15653547,MADUKWE,850,France,Male,56,7,131317.48,1,1,1,119175.45,0,0,3,SILVER,657
522,523,15595766,WATTS,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,0,3,PLATINUM,453
523,524,15742358,HUMPHREYS,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,0,4,DIAMOND,694
525,526,15786063,CHIN,776,France,Female,31,2,0,2,1,1,112349.51,0,0,3,DIAMOND,304
526,527,15600258,CHESNOKOVA,701,France,Male,43,2,0,2,1,1,165303.79,0,0,2,SILVER,633
529,530,15694272,NKEMAKOLAM,673,France,Male,30,1,64097.75,1,1,1,77783.35,0,0,5,DIAMOND,936
530,531,15736112,WALTON,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,0,3,SILVER,689
531,532,15749851,BROOKES,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,0,4,DIAMOND,267
532,533,15663478,BALDWIN,729,France,Male,32,6,93694.42,1,1,1,79919.13,0,0,2,GOLD,613
538,539,15794142,FERREIRA,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,1,3,GOLD,771
540,541,15667896,DE LUCA,833,France,Male,37,8,151226.18,2,1,1,136129.49,0,0,3,DIAMOND,633
541,542,15626578,MILNE,622,France,Male,26,9,0,2,1,1,153237.59,0,0,3,PLATINUM,344
542,543,15776223,DAVIDE,597,France,Female,42,4,64740.12,1,1,1,106841.12,0,0,5,SILVER,244
544,545,15802593,LITTLE,504,France,Female,49,7,0,3,0,1,87822.14,1,1,5,SILVER,408
548,549,15595440,KRYUKOVA,508,France,Male,49,7,122451.46,2,1,1,75808.1,0,0,3,GOLD,881
549,550,15600651,IJENDU,749,France,Male,24,1,0,3,1,1,47911.03,0,0,3,GOLD,758
551,552,15657284,DAY,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,1,4,GOLD,363
555,556,15775318,LU,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,1,1,SILVER,759
558,559,15717046,WENTWORTH-SHIELDS,741,Spain,Male,53,3,0,2,1,1,38913.68,0,0,3,GOLD,245
559,560,15571816,RITCHIE,850,Spain,Female,70,5,0,1,1,1,705.18,0,0,1,DIAMOND,283
560,561,15670080,MACKENZIE,584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0,0,2,DIAMOND,453
561,562,15800440,POWER,650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0,0,5,DIAMOND,683
562,563,15665678,TAN,607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0,0,5,GOLD,863
564,565,15788126,EVANS,689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0,0,3,SILVER,946
565,566,15811773,HSIA,543,France,Male,36,4,0,2,1,1,141210.5,0,0,1,GOLD,354
567,568,15689614,TENG,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0,0,1,PLATINUM,938
568,569,15795564,MORETTI,737,Germany,Male,31,5,121192.22,2,1,1,74890.58,0,0,2,PLATINUM,815
569,570,15706647,JORDAN,761,France,Male,31,7,0,3,1,1,166698.18,0,0,5,GOLD,753
570,571,15728505,TS'AO,601,France,Male,44,1,100486.18,2,1,1,62678.53,0,0,1,GOLD,650
573,574,15607312,CH'ANG,648,Spain,Female,49,10,0,2,1,1,159835.78,1,1,2,GOLD,314
574,575,15644753,HUNG,848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0,0,3,GOLD,844
575,576,15653620,GORDON,546,France,Female,27,8,0,2,1,1,14858.1,0,0,2,SILVER,776
577,578,15633922,GRAY,755,France,Male,30,4,123217.66,2,0,1,144183.1,0,0,3,GOLD,786
579,580,15658032,HOPKINS,701,France,Male,39,2,0,2,1,1,82526.92,0,0,4,DIAMOND,812
581,582,15737741,MCKAY,607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1,1,5,PLATINUM,647
582,583,15576352,REVELL,586,Spain,Female,57,3,0,2,0,1,6057.81,0,0,4,PLATINUM,839
587,588,15680998,NWANKWO,725,France,Male,44,5,0,1,1,1,117356.14,0,0,4,SILVER,865
590,591,15788291,OKWUADIGBO,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,1,1,SILVER,656
592,593,15679587,CHAN,666,France,Female,34,9,115897.12,1,1,1,25095.03,0,0,1,SILVER,427
594,595,15603925,GRECO,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0,0,2,PLATINUM,625
597,598,15567446,COFFMAN,646,Germany,Male,39,9,111574.41,1,1,1,30838.51,0,0,2,PLATINUM,525
599,600,15714939,FALLACI,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0,0,3,DIAMOND,774
600,601,15683503,HUDSON,601,France,Female,43,8,0,3,0,1,110916.15,1,1,4,SILVER,343
601,602,15645569,MAI,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0,0,4,PLATINUM,669
602,603,15782569,STOUT,687,France,Female,72,9,0,1,0,1,69829.4,0,0,5,GOLD,258
604,605,15609286,CHADWICK,702,France,Male,37,10,150525.8,1,1,1,94728.49,0,0,4,DIAMOND,541
605,606,15814035,LAWRENCE,601,France,Male,29,9,0,1,1,1,80393.27,0,0,5,GOLD,418
606,607,15661249,BELLUCCI,699,France,Male,53,4,0,2,0,1,111307.98,0,0,1,PLATINUM,513
608,609,15607170,BOYLE,699,France,Male,35,5,0,2,1,1,78397.24,0,0,2,SILVER,915
612,613,15619857,CRAWFORD,605,France,Female,64,2,129555.7,1,1,1,13601.79,0,0,1,SILVER,380
613,614,15805062,LYNTON,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0,0,5,PLATINUM,955
614,615,15660271,DUNCAN,688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0,0,4,PLATINUM,866
618,619,15594594,LOGGIA,546,Spain,Male,42,7,139070.51,1,1,1,86945,0,0,3,DIAMOND,451
619,620,15646161,STEINHOFF,673,Spain,Female,37,8,0,2,1,1,183318.79,0,0,1,SILVER,603
621,622,15603134,PAI,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0,0,5,PLATINUM,806
622,623,15636444,CRAIG,535,Germany,Female,53,5,141616.55,2,1,1,75888.65,0,0,1,PLATINUM,577
623,624,15773456,LAZAREVA,678,Germany,Male,36,3,145747.67,2,0,1,89566.74,0,0,1,SILVER,824
624,625,15745307,CH'IU,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0,0,3,GOLD,238
626,627,15626900,KUNG,427,France,Male,29,1,141325.56,1,1,1,93839.3,0,0,5,GOLD,589
628,629,15589030,TS'AI,649,France,Male,47,1,0,2,1,1,145593.85,0,0,4,GOLD,908
633,634,15724282,TSAO,540,Germany,Male,44,3,164113.04,2,1,1,12120.79,0,0,5,SILVER,778
637,638,15583725,MAIRINGER,682,France,Male,48,1,138778.15,1,0,1,168840.23,0,0,5,SILVER,229
638,639,15588350,MCINTYRE,744,France,Female,43,10,147832.15,1,0,1,24234.11,0,0,3,SILVER,982
642,643,15809663,DONALDSON,583,France,Female,27,1,125406.58,1,1,1,110784.42,0,0,1,PLATINUM,992
646,647,15730830,DALE,752,France,Female,30,3,0,2,1,1,104991.28,0,0,4,SILVER,974
649,650,15703119,LIANG,652,France,Male,38,6,0,2,1,1,145700.22,0,0,2,PLATINUM,691
650,651,15730447,ANDERSON,629,France,Female,49,4,0,2,1,1,196335.48,0,0,5,PLATINUM,921
651,652,15813850,CHRISTIAN,720,France,Male,52,7,0,1,1,1,14781.12,0,0,1,GOLD,678
653,654,15664610,CAMPBELL,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1,1,5,DIAMOND,661
654,655,15751710,GINIKANWA,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0,0,4,PLATINUM,249
655,656,15692926,TOSCANI,498,Germany,Male,25,8,121702.73,1,1,1,132210.49,0,0,4,DIAMOND,793
656,657,15813741,NNACHETAM,549,Spain,Male,25,6,193858.2,1,0,1,21600.11,0,0,3,PLATINUM,737
657,658,15698474,SAGESE,601,Germany,Female,54,1,131039.97,2,1,1,199661.5,0,0,1,DIAMOND,929
658,659,15568595,FLEMING,544,France,Male,64,9,113829.45,1,1,1,124341.49,0,0,3,GOLD,562
660,661,15592937,NAPOLITANI,632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0,0,3,SILVER,532
661,662,15699637,ANENECHI,694,Spain,Male,57,8,116326.07,1,1,1,117704.65,0,0,2,SILVER,988
662,663,15667215,CHANDLER,678,France,Male,31,2,0,2,1,1,58803.28,0,0,1,DIAMOND,888
663,664,15788659,HOWELLS,695,France,Male,46,4,0,2,1,1,137537.22,0,0,2,PLATINUM,499
664,665,15763218,AKEROYD,661,France,Female,41,1,0,2,0,1,131300.68,0,0,1,PLATINUM,671
665,666,15645772,ONWUMELU,661,France,Male,33,9,0,2,1,1,84174.81,0,0,2,DIAMOND,873
666,667,15725511,WALLACE,559,France,Female,31,3,127070.73,1,0,1,160941.78,0,0,2,PLATINUM,665
667,668,15575024,UWAEZUOKE,503,France,Male,29,3,0,2,1,1,143954.99,0,0,1,DIAMOND,927
668,669,15640825,LOYAU,695,Spain,Male,46,3,122549.64,1,1,1,56297.85,0,0,3,SILVER,520
669,670,15662397,SMALL,640,France,Female,42,5,176099.13,1,1,1,8404.73,0,0,5,PLATINUM,380
671,672,15674991,KAO,667,France,Male,42,9,0,2,0,1,58137.42,0,0,3,GOLD,300
673,674,15745621,WERTHEIM,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0,0,2,PLATINUM,869
674,675,15642394,HE,529,Spain,Male,35,5,0,2,1,1,187288.5,0,0,2,PLATINUM,395
675,676,15754605,JARVIS,563,France,Female,39,5,0,2,1,1,17603.81,0,0,1,SILVER,336
677,678,15715142,REPINA,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1,1,3,SILVER,827
678,679,15810978,PUGLIESI,788,Spain,Female,70,1,0,2,1,1,41610.62,0,0,3,DIAMOND,844
680,681,15780804,NUCCI,482,France,Male,55,5,97318.25,1,0,1,78416.14,0,0,5,GOLD,408
681,682,15613880,HIGINBOTHAM,591,Spain,Male,58,5,128468.69,1,0,1,137254.55,0,0,2,GOLD,515
682,683,15775238,ACHEBE,651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0,0,3,SILVER,807
686,687,15801277,MACCALLUM,715,France,Female,31,2,112212.14,2,1,1,181600.72,0,0,5,PLATINUM,641
693,694,15740900,PERRODIN,589,France,Male,34,6,0,2,1,1,177896.92,0,0,1,SILVER,261
694,695,15681068,CHINAGOROM,796,France,Female,45,2,109730.22,1,1,1,123882.73,0,0,2,DIAMOND,267
695,696,15748625,NAPOLITANO,664,France,Male,57,6,0,2,1,1,15304.08,0,0,5,SILVER,564
696,697,15727299,EDGAR,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1,1,5,PLATINUM,561
697,698,15620204,WALKER,543,Germany,Female,57,1,106138.33,2,1,1,120657.32,1,1,5,GOLD,677
698,699,15669516,STEELE,746,Spain,Male,36,2,0,2,1,1,16436.56,0,0,5,DIAMOND,718
699,700,15736534,ELKINS,742,Germany,Male,33,0,181656.51,1,1,1,107667.91,0,0,1,SILVER,288
702,703,15603436,SAVAGE,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0,0,3,DIAMOND,650
703,704,15566292,OKWUADIGBO,574,Spain,Male,36,1,0,2,0,1,71709.12,0,0,2,DIAMOND,980
704,705,15808621,MORDVINOVA,659,Germany,Male,36,2,76190.48,2,1,1,149066.14,0,0,1,PLATINUM,374
706,707,15776231,KENT,626,Germany,Male,35,4,88109.81,1,1,1,32825.5,0,0,5,SILVER,279
708,709,15649423,COOPER,580,France,Female,35,8,0,2,0,1,10357.03,0,0,3,GOLD,717
719,720,15653780,KAMBINACHI,621,France,Female,43,5,0,1,1,1,47578.45,0,0,1,SILVER,777
720,721,15721658,FLEMING,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1,1,5,PLATINUM,742
721,722,15578761,CUNNINGHAM,459,Spain,Female,42,6,129634.25,2,1,1,177683.02,1,1,3,PLATINUM,326
724,725,15626742,CARPENTER,694,France,Male,36,3,97530.25,1,1,1,117140.41,0,0,5,SILVER,522
725,726,15672692,YIN,787,France,Female,42,10,145988.65,2,1,1,79510.37,0,0,4,DIAMOND,396
726,727,15673570,OLSEN,580,France,Male,37,9,0,2,0,1,77108.66,0,0,1,DIAMOND,537
727,728,15767432,TS'AI,711,France,Female,25,7,0,3,1,1,9679.28,0,0,3,PLATINUM,865
730,731,15812750,OZIOMA,591,France,Male,24,6,147360,1,1,1,25310.82,0,0,3,SILVER,602
734,735,15612966,MILANI,545,Germany,Female,60,7,128981.07,1,0,1,176924.21,1,1,5,GOLD,907
735,736,15784209,TANG,497,France,Male,47,6,0,1,1,1,90055.08,0,0,5,SILVER,592
736,737,15794278,ROMANI,816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0,0,5,GOLD,459
737,738,15766741,MCINTYRE,525,France,Male,36,2,114628.4,1,0,1,168290.06,0,0,1,SILVER,969
740,741,15637414,GELL,618,France,Female,24,7,128736.39,1,0,1,37147.61,0,0,2,DIAMOND,517
741,742,15716835,ROSSI,546,France,Male,24,8,156325.38,1,1,1,125381.02,0,0,2,DIAMOND,494
742,743,15696231,CHIWETELU,635,France,Male,29,7,105405.97,1,1,1,149853.89,0,0,2,PLATINUM,274
744,745,15670755,SHAW,650,France,Male,60,8,0,2,1,1,102925.76,0,0,3,GOLD,256
745,746,15640059,SMITH,606,France,Male,40,5,0,2,1,1,70899.27,0,0,2,DIAMOND,664
748,749,15813034,MARTIN,727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0,0,4,DIAMOND,757
749,750,15698839,OKWUDILICHUKWU,460,Germany,Male,46,4,127559.97,2,1,1,126952.5,0,0,5,SILVER,287
750,751,15790314,ONUOHA,649,France,Male,41,0,0,2,0,1,130567.02,0,0,4,GOLD,547
752,753,15677305,HSIEH,490,France,Female,35,7,107749.03,1,1,1,3937.37,0,0,5,PLATINUM,960
757,758,15815364,ASHLEY,736,Spain,Female,28,2,0,2,1,1,117431.1,0,0,3,PLATINUM,457
759,760,15625944,BUCCHO,664,France,Male,58,5,98668.18,1,1,1,60887.58,0,0,1,DIAMOND,773
764,765,15672056,KENENNA,710,Germany,Male,43,2,140080.32,3,1,1,157908.19,1,1,3,GOLD,350
766,767,15810864,WILLIAMSON,700,France,Female,82,2,0,2,0,1,182055.36,0,0,2,GOLD,603
769,770,15685329,MCKENZIE,531,France,Female,63,1,114715.71,1,0,1,24506.95,1,1,2,PLATINUM,908
772,773,15639314,CARTWRIGHT,589,France,Male,32,2,0,2,0,1,9468.64,0,0,2,GOLD,539
775,776,15752137,MCELROY,648,France,Male,33,7,134944,1,1,1,117036.38,0,0,2,PLATINUM,219
778,779,15797227,OTUTODILINNA,754,France,Male,28,8,0,2,1,1,52615.62,0,0,4,DIAMOND,497
781,782,15585595,OWENS,774,France,Female,28,1,71264.02,2,0,1,68759.57,0,0,5,GOLD,461
782,783,15654060,P'ENG,517,France,Male,41,2,0,2,0,1,75937.47,0,0,4,SILVER,540
784,785,15571221,BERGAMASCHI,747,Germany,Male,58,7,116313.57,1,1,1,190696.35,1,1,3,PLATINUM,844
785,786,15660155,LORENZO,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0,0,3,SILVER,328
786,787,15605284,OUTTRIM,688,France,Male,26,1,0,2,1,1,104435.94,0,0,2,PLATINUM,381
787,788,15694366,HOU,714,Germany,Male,42,2,177640.09,1,0,1,47166.55,0,0,5,GOLD,809
789,790,15653253,PAGNOTTO,704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0,0,2,SILVER,970
790,791,15763431,ECHEZONACHUKWU,698,France,Male,36,2,82275.35,2,1,1,93249.26,0,0,5,GOLD,925
791,792,15643696,YOUNG,611,France,Male,49,3,0,2,1,1,142917.54,0,0,4,PLATINUM,437
793,794,15769504,MUNRO,743,Germany,Female,34,1,131736.88,1,1,1,108543.21,0,0,5,GOLD,514
796,797,15668747,VIRGO,702,France,Female,46,9,98444.19,1,0,1,109563.28,0,0,1,PLATINUM,511
798,799,15570134,PADOVANO,683,France,Female,35,6,187530.66,2,1,1,37976.36,0,0,3,SILVER,511
799,800,15567367,TAO,601,Germany,Female,42,9,133636.16,1,0,1,103315.74,0,0,4,SILVER,336
800,801,15747542,PEREZ,605,France,Male,52,7,0,2,1,1,173952.5,0,0,3,PLATINUM,435
801,802,15762238,FRASER,671,Germany,Female,44,0,84745.03,2,0,1,34673.98,0,0,4,SILVER,863
802,803,15681554,ALLEY,614,Germany,Female,31,7,120599.38,2,1,1,46163.44,0,0,3,DIAMOND,906
803,804,15712825,HOWELLS,511,Spain,Female,29,9,0,2,0,1,140676.98,0,0,4,DIAMOND,390
804,805,15640280,CAMERON,850,France,Male,39,4,127771.35,2,0,1,151738.54,0,0,4,PLATINUM,404
807,808,15798906,COX,628,France,Male,69,5,0,2,1,1,181964.6,0,0,3,DIAMOND,348
808,809,15708917,MARTIN,598,Germany,Male,53,10,167772.96,1,1,1,136886.86,0,0,5,SILVER,686
811,812,15649992,ALEXANDER,681,Spain,Male,65,7,134714.7,2,0,1,190419.81,0,0,3,GOLD,854
812,813,15578980,PIAZZA,516,Spain,Female,33,3,0,2,1,1,58685.59,0,0,2,PLATINUM,692
813,814,15775306,NI,421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1,1,4,SILVER,237
818,819,15591969,KUO,497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0,0,5,GOLD,709
823,824,15757811,LLOYD,732,Spain,Female,69,9,137453.43,1,0,1,110932.24,1,1,5,PLATINUM,719
825,826,15660602,CH'ENG,464,Germany,Male,33,8,164284.72,2,1,1,3710.34,0,0,4,GOLD,406
826,827,15660535,AVENT,680,France,Female,47,5,0,2,1,1,179843.33,0,0,1,DIAMOND,735
827,828,15666633,HUANG,758,Spain,Male,56,1,0,2,1,1,10643.38,0,0,4,PLATINUM,408
828,829,15596914,SHAW,630,Germany,Female,31,2,112373.49,2,1,1,131167.98,0,0,3,SILVER,888
830,831,15695846,HAWKINS,684,France,Female,34,6,0,2,1,1,130928.22,0,0,3,SILVER,372
831,832,15726234,TRENTINI,708,Spain,Female,41,5,0,1,0,1,157003.99,0,0,3,SILVER,256
832,833,15797964,CAMERON,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0,0,4,GOLD,599
833,834,15625881,KOEHLER,634,Germany,Male,37,3,111432.77,2,1,1,167032.49,0,0,4,GOLD,558
836,837,15585036,OKOLI,694,Spain,Female,37,3,0,2,1,1,147012.22,0,0,3,DIAMOND,245
837,838,15589488,CH'ENG,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0,0,5,DIAMOND,799
838,839,15585888,NWOKEZUIKE,553,Spain,Female,48,3,0,1,0,1,30730.95,1,1,3,PLATINUM,421
842,843,15599433,FANUCCI,660,Germany,Male,35,8,58641.43,1,0,1,198674.08,0,0,5,PLATINUM,815
848,849,15646558,CLAMP,611,Spain,Male,51,1,122874.74,1,1,1,149648.45,0,0,1,PLATINUM,247
849,850,15725811,LIM,705,France,Male,25,0,97544.29,1,0,1,59887.15,0,0,4,DIAMOND,723
852,853,15677610,CHAMBERS,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0,0,4,GOLD,240
853,854,15745012,PETTIT,653,France,Female,43,6,0,2,1,1,7330.59,0,0,5,DIAMOND,848
854,855,15601589,BARESI,675,France,Female,57,8,0,2,0,1,95463.29,0,0,3,SILVER,632
857,858,15760550,DUNCAN,741,Spain,Male,39,7,143637.58,2,0,1,174227.66,0,0,4,PLATINUM,437
858,859,15686137,BARRY,456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0,0,3,DIAMOND,454
862,863,15794916,PIROGOV,725,France,Male,41,7,113980.21,1,1,1,116704.25,0,0,4,DIAMOND,240
863,864,15614215,OGUEJIOFOR,717,France,Male,53,6,0,2,0,1,97614.87,0,0,2,DIAMOND,477
865,866,15686983,ROHU,678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0,0,1,GOLD,365
866,867,15808017,CARY,545,France,Male,38,1,88293.13,2,1,1,24302.95,0,0,3,GOLD,331
869,870,15710424,PAGE,435,France,Male,36,4,0,1,1,1,197015.2,0,0,4,PLATINUM,758
870,871,15799422,EVANS,535,France,Female,40,8,0,1,1,1,27689.77,0,0,1,DIAMOND,514
872,873,15794549,ANDREWS,722,France,Female,35,2,163943.89,2,1,1,15068.18,0,0,1,GOLD,883
874,875,15674840,CHIAZAGOMEKPERE,645,France,Female,38,5,101430.3,2,0,1,4400.32,0,0,1,GOLD,573
876,877,15581229,GREGORY,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0,0,1,PLATINUM,434
877,878,15800228,BEDNALL,652,Spain,Female,42,4,0,2,1,1,38152.01,0,0,5,GOLD,230
879,880,15697497,SHE,518,France,Female,45,9,105525.65,2,1,1,73418.29,0,0,3,DIAMOND,610
884,885,15777211,HERRERA,515,France,Male,65,7,92113.61,1,1,1,142548.33,0,0,5,PLATINUM,802
885,886,15721935,KINCAID,521,France,Male,25,7,0,2,1,1,157878.67,0,0,1,SILVER,323
887,888,15625021,HUNG,585,France,Male,42,2,0,2,1,1,18657.77,0,0,4,SILVER,805
888,889,15702968,ARTEMIEVA,733,Germany,Male,74,3,106545.53,1,1,1,134589.58,0,0,1,GOLD,978
889,890,15600462,BARWELL,542,France,Female,43,8,145618.37,1,0,1,10350.74,0,0,3,PLATINUM,292
891,892,15780140,BELLUCCI,435,Germany,Male,32,2,57017.06,2,1,1,5907.11,0,0,3,SILVER,476
893,894,15772781,BALL,703,France,Female,51,3,0,3,1,1,77294.56,1,1,2,DIAMOND,924
895,896,15697000,MELLO,728,Germany,Male,32,5,61825.5,1,1,1,156124.93,0,0,5,GOLD,433
901,902,15709737,HUNTER,643,France,Male,36,7,161064.64,2,0,1,84294.82,0,0,1,SILVER,233
902,903,15792388,LI,645,France,Female,48,7,90612.34,1,1,1,149139.13,0,0,3,DIAMOND,803
905,906,15675964,CHUKWUKADIBIA,672,France,Female,45,9,0,1,1,1,92027.69,1,1,1,PLATINUM,397
906,907,15814275,ZIKORANACHIDIMMA,685,France,Male,33,6,174912.72,1,1,1,43932.54,0,0,1,PLATINUM,948
908,909,15754713,RIVERA,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0,0,4,GOLD,444
910,911,15599660,BENNETT,604,France,Male,36,6,116229.85,2,1,1,79633.38,0,0,3,PLATINUM,684
911,912,15746490,WOLLSTONECRAFT,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0,0,4,PLATINUM,715
914,915,15710404,CHINWENDU,569,France,Male,35,10,124525.52,1,1,1,193793.78,0,0,5,PLATINUM,693
916,917,15792328,JAMES,475,France,Male,39,6,0,1,1,1,56999.9,1,1,1,GOLD,388
917,918,15719856,LAMB,646,France,Female,45,3,47134.75,1,1,1,57236.44,0,0,3,PLATINUM,939
920,921,15797748,LU,729,France,Male,44,5,0,2,0,1,9200.54,0,0,4,GOLD,685
923,924,15601026,GALLAGHER,572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0,0,3,PLATINUM,263
924,925,15658485,HEATH,785,France,Female,34,9,70302.48,1,1,1,68600.36,0,0,4,SILVER,667
925,926,15636731,TS'AI,714,Germany,Female,36,1,101609.01,2,1,1,447.73,0,0,3,PLATINUM,997
926,927,15628303,THURGOOD,738,Spain,Male,35,3,0,1,1,1,15650.73,0,0,2,DIAMOND,766
927,928,15633461,PAI,639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0,0,4,GOLD,577
928,929,15677135,LORENZO,520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0,0,3,GOLD,756
931,932,15700476,AZUBUIKE,564,Germany,Male,41,9,103522.75,2,1,1,34338.21,0,0,1,GOLD,599
933,934,15737795,SCOTT,512,Spain,Male,36,1,0,1,0,1,135482.26,1,1,4,PLATINUM,795
934,935,15790299,WILLIAMSON,592,Spain,Male,37,9,0,3,1,1,10656.89,0,0,1,DIAMOND,413
935,936,15675316,AVDEEVA,619,France,Female,38,3,0,2,0,1,116467.35,0,0,1,PLATINUM,348
936,937,15613630,TANG,775,France,Male,52,8,109922.61,1,1,1,96823.32,1,1,4,SILVER,347
937,938,15662100,HSU,850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0,0,2,PLATINUM,952
938,939,15668032,BUCHANAN,577,France,Female,37,4,0,1,1,1,79881.39,0,0,1,PLATINUM,642
940,941,15754084,PALAZZI,710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0,0,4,PLATINUM,939
945,946,15709295,WALL,697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0,0,1,PLATINUM,282
947,948,15741336,EJIMOFOR,715,France,Female,38,5,118590.41,1,1,1,5684.17,1,1,4,GOLD,788
948,949,15783659,BLACKBURN,659,France,Male,67,4,145981.87,1,1,1,131043.2,0,0,1,PLATINUM,513
950,951,15630328,BIRD,635,France,Female,48,8,130796.33,2,1,1,43250.3,0,0,4,SILVER,885
952,953,15606149,WOOD,571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0,0,1,PLATINUM,445
953,954,15671139,BRIZENDINE,694,Spain,Male,39,0,107042.74,1,1,1,102284.2,0,0,4,PLATINUM,297
954,955,15660429,CH'IN,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1,1,3,DIAMOND,553
956,957,15631681,JIBUNOH,807,Spain,Female,43,0,0,2,0,1,85523.24,0,0,5,PLATINUM,660
957,958,15731522,TS'UI,771,Spain,Female,67,8,0,2,1,1,51219.8,0,0,1,GOLD,352
959,960,15628034,WILDER,629,France,Female,37,6,129101.3,1,1,1,23971.33,0,0,1,DIAMOND,330
960,961,15686164,MACLEAN,850,Germany,Female,31,1,108822.4,1,1,1,132173.31,0,0,2,DIAMOND,747
962,963,15753831,COX,642,Spain,Male,32,7,100433.8,1,1,1,39768.59,0,0,2,PLATINUM,479
964,965,15580956,MCNESS,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1,1,5,PLATINUM,443
965,966,15602084,COLES,663,France,Female,42,5,124626.07,1,1,1,78004.5,0,0,2,SILVER,676
966,967,15589805,BENSON,563,France,Female,34,6,139810.34,1,1,1,152417.79,0,0,5,DIAMOND,254
969,970,15605926,SINCLAIR,649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0,0,3,DIAMOND,989
970,971,15805955,L?,638,France,Female,48,10,138333.03,1,1,1,47679.14,0,0,3,SILVER,893
971,972,15801488,BUCKNER,723,France,Male,25,3,0,2,1,1,134509.47,0,0,2,DIAMOND,409
973,974,15779711,GRAY,750,Spain,Female,38,7,97257.41,2,0,1,179883.04,0,0,3,DIAMOND,324
975,976,15685357,WRIGHT,750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0,0,3,GOLD,447
982,983,15792360,CLARK,668,France,Male,32,7,0,2,1,1,777.37,0,0,2,GOLD,883
